alert_id,transaction_id,customer_id,account_id,alert_date,scenario,alert_score,alert_status,priority,assigned_analyst,resolution_date,false_positive
ALT00378,TXN003996,CUST0193,ACC00257,2022-08-19 01:34:00,Unusual Cash Pattern,86,Open,Medium,Analyst_05,,Yes
ALT00379,TXN000077,CUST0464,ACC00607,2023-02-22 03:26:00,High-Risk Geography,39,Escalated,High,Analyst_04,2023-04-23 22:04:00,No
ALT00380,TXN001613,CUST0258,ACC00339,2024-12-29 03:25:00,PEP Transaction,57,Escalated,Low,Analyst_05,2024-12-30 05:41:00,No
ALT00381,TXN001307,CUST0211,ACC00281,2022-11-14 16:44:00,Unusual Cash Pattern,56,Under Review,Low,Analyst_05,,No
ALT00382,TXN001329,CUST0229,ACC00303,2023-09-10 14:46:00,PEP Transaction,43,Closed-SAR Filed,Medium,Analyst_04,2023-10-19 10:44:00,No
ALT00383,TXN003653,CUST0489,ACC00639,2022-08-14 17:34:00,Dormant Account Activity,60,Under Review,High,Analyst_04,,No
ALT00384,TXN000840,CUST0158,ACC00210,2023-12-19 03:10:00,Round-Trip Transaction,99,Under Review,Medium,Analyst_08,,Yes
ALT00385,TXN003643,CUST0425,ACC00556,2023-10-05 12:31:00,Layering,43,Closed-SAR Filed,High,Analyst_04,2023-10-21 14:25:00,No
ALT00386,TXN003111,CUST0391,ACC00513,2023-05-28 02:01:00,Rapid Movement,44,Open,Low,Analyst_06,,Yes
ALT00387,TXN001530,CUST0390,ACC00512,2023-09-02 21:41:00,Rapid Movement,68,Closed-SAR Filed,Low,Analyst_04,2023-10-28 14:07:00,No
ALT00388,TXN002822,CUST0032,ACC00044,2024-09-23 16:33:00,Round-Trip Transaction,66,Under Review,Medium,Analyst_06,,No
ALT00389,TXN003744,CUST0295,ACC00386,2024-12-24 20:41:00,Rapid Movement,79,Under Review,High,Analyst_04,,No
ALT00390,TXN002186,CUST0015,ACC00021,2024-10-25 14:36:00,Rapid Movement,86,Open,High,Analyst_08,,No
ALT00391,TXN003021,CUST0430,ACC00562,2023-05-31 01:41:00,Round-Trip Transaction,36,Under Review,High,Analyst_05,,No
ALT00392,TXN004076,CUST0407,ACC00535,2022-07-26 06:04:00,High-Risk Geography,82,Closed-SAR Filed,Low,Analyst_03,2022-08-11 13:03:00,No
ALT00393,TXN001388,CUST0154,ACC00204,2024-08-16 20:38:00,Unusual Cash Pattern,35,Open,Low,Analyst_06,,No
ALT00394,TXN000490,CUST0379,ACC00496,2024-06-22 09:43:00,Round-Trip Transaction,69,Closed-False Positive,High,Analyst_01,2024-08-12 12:59:00,Yes
ALT00395,TXN000807,CUST0448,ACC00587,2023-11-19 19:22:00,Unusual Cash Pattern,91,Open,High,Analyst_02,,No
ALT00396,TXN003635,CUST0170,ACC00225,2023-10-22 02:25:00,Unusual Cash Pattern,100,Closed-False Positive,Medium,Analyst_05,2023-11-08 11:15:00,No
ALT00397,TXN003787,CUST0035,ACC00047,2024-02-20 05:55:00,Structuring,95,Closed-False Positive,Medium,Analyst_08,2024-02-26 05:44:00,No
ALT00398,TXN004532,CUST0127,ACC00171,2024-01-03 23:45:00,PEP Transaction,45,Under Review,Low,Analyst_10,,No
ALT00399,TXN002736,CUST0072,ACC00102,2022-08-16 19:00:00,Layering,90,Open,Low,Analyst_09,,No
ALT00400,TXN003166,CUST0201,ACC00267,2022-12-31 12:11:00,Rapid Movement,75,Open,Low,Analyst_05,,No
ALT00401,TXN000683,CUST0486,ACC00635,2024-08-10 08:38:00,Layering,63,Open,Low,Analyst_06,,No
ALT00402,TXN002202,CUST0429,ACC00560,2022-09-04 16:37:00,Rapid Movement,81,Under Review,Low,Analyst_08,,No
ALT00403,TXN003879,CUST0392,ACC00514,2023-02-23 19:30:00,Rapid Movement,87,Under Review,Medium,Analyst_09,,No
ALT00404,TXN001139,CUST0161,ACC00213,2024-01-18 04:43:00,PEP Transaction,78,Under Review,Medium,Analyst_02,,No
ALT00405,TXN001843,CUST0296,ACC00387,2024-06-27 14:40:00,Round-Trip Transaction,98,Under Review,Medium,Analyst_03,,No
ALT00406,TXN001901,CUST0160,ACC00212,2022-01-10 12:00:00,Rapid Movement,52,Closed-False Positive,Low,Analyst_04,2022-03-04 05:50:00,No
ALT00407,TXN004743,CUST0127,ACC00171,2024-05-19 06:52:00,Dormant Account Activity,51,Closed-False Positive,High,Analyst_06,2024-06-11 17:40:00,No
ALT00408,TXN004488,CUST0026,ACC00035,2024-12-10 15:00:00,PEP Transaction,62,Open,High,Analyst_05,,Yes
ALT00409,TXN003478,CUST0384,ACC00505,2022-08-21 21:24:00,Unusual Cash Pattern,69,Closed-SAR Filed,Medium,Analyst_01,2022-09-15 17:05:00,No
ALT00410,TXN000728,CUST0475,ACC00622,2023-03-23 18:37:00,Unusual Cash Pattern,63,Under Review,Medium,Analyst_03,,Yes
ALT00411,TXN004177,CUST0154,ACC00204,2024-08-28 08:13:00,High-Risk Geography,84,Under Review,Low,Analyst_08,,Yes
ALT00412,TXN001945,CUST0030,ACC00042,2024-03-16 01:58:00,High-Risk Geography,38,Under Review,Medium,Analyst_03,,No
ALT00413,TXN001060,CUST0232,ACC00307,2023-07-29 02:58:00,Dormant Account Activity,95,Closed-False Positive,High,Analyst_07,2023-08-22 14:23:00,No
ALT00414,TXN000098,CUST0100,ACC00137,2023-11-05 13:04:00,Unusual Cash Pattern,83,Open,Low,Analyst_10,,No
ALT00415,TXN001692,CUST0412,ACC00541,2023-04-08 17:14:00,Layering,91,Open,High,Analyst_08,,No
ALT00416,TXN001589,CUST0081,ACC00111,2024-06-21 18:55:00,Structuring,94,Open,Medium,Analyst_04,,No
ALT00417,TXN002281,CUST0031,ACC00043,2024-02-09 03:23:00,Rapid Movement,56,Closed-SAR Filed,High,Analyst_03,2024-03-24 22:47:00,No
ALT00418,TXN001381,CUST0127,ACC00172,2023-08-12 18:23:00,Structuring,54,Closed-SAR Filed,Low,Analyst_04,2023-08-30 01:22:00,No
ALT00419,TXN002554,CUST0155,ACC00206,2023-07-30 07:53:00,Unusual Cash Pattern,94,Under Review,Medium,Analyst_03,,No
ALT00420,TXN004232,CUST0247,ACC00325,2023-04-02 09:03:00,Layering,75,Closed-SAR Filed,Low,Analyst_07,2023-05-25 18:57:00,No
ALT00421,TXN002015,CUST0181,ACC00240,2024-11-23 05:44:00,Layering,98,Open,Low,Analyst_07,,No
ALT00422,TXN000673,CUST0458,ACC00599,2024-01-07 05:40:00,Layering,88,Under Review,Low,Analyst_07,,Yes
ALT00423,TXN000315,CUST0287,ACC00376,2023-02-03 10:26:00,PEP Transaction,78,Closed-SAR Filed,Medium,Analyst_09,2023-03-19 22:29:00,No
ALT00424,TXN002851,CUST0339,ACC00445,2022-04-16 01:16:00,High-Risk Geography,82,Under Review,Low,Analyst_08,,No
ALT00425,TXN003986,CUST0406,ACC00533,2024-04-18 03:40:00,Layering,39,Open,High,Analyst_03,,No
ALT00426,TXN000027,CUST0009,ACC00011,2024-11-07 14:55:00,High-Risk Geography,44,Under Review,High,Analyst_07,,No
ALT00427,TXN002632,CUST0025,ACC00034,2024-11-18 17:24:00,Layering,59,Open,Low,Analyst_02,,No
ALT00428,TXN002246,CUST0015,ACC00021,2022-08-27 23:05:00,Round-Trip Transaction,86,Open,Medium,Analyst_07,,Yes
ALT00429,TXN004266,CUST0437,ACC00571,2023-04-22 11:50:00,Round-Trip Transaction,32,Escalated,Medium,Analyst_09,2023-05-23 05:07:00,No
ALT00430,TXN000565,CUST0076,ACC00106,2023-06-21 11:00:00,Structuring,66,Closed-False Positive,Medium,Analyst_10,2023-08-16 00:55:00,No
ALT00431,TXN003877,CUST0035,ACC00047,2023-11-10 11:20:00,Layering,80,Closed-SAR Filed,Low,Analyst_02,2024-01-07 16:44:00,No
ALT00432,TXN002944,CUST0244,ACC00321,2024-07-31 00:50:00,Structuring,88,Open,High,Analyst_09,,No
ALT00433,TXN002841,CUST0001,ACC00002,2022-06-13 14:17:00,Rapid Movement,97,Closed-False Positive,Medium,Analyst_05,2022-08-12 11:30:00,No
ALT00434,TXN000103,CUST0332,ACC00435,2023-11-13 12:49:00,PEP Transaction,63,Closed-False Positive,Medium,Analyst_04,2023-11-27 10:40:00,Yes
ALT00435,TXN001289,CUST0082,ACC00113,2022-07-02 15:53:00,Unusual Cash Pattern,41,Closed-False Positive,Medium,Analyst_07,2022-08-14 08:09:00,No
ALT00436,TXN000776,CUST0004,ACC00006,2024-10-02 11:36:00,Dormant Account Activity,82,Open,Medium,Analyst_04,,No
ALT00437,TXN004751,CUST0058,ACC00082,2024-03-27 23:11:00,Layering,63,Closed-False Positive,Low,Analyst_10,2024-04-03 19:49:00,No
ALT00438,TXN001889,CUST0462,ACC00604,2022-11-01 14:44:00,Rapid Movement,66,Closed-SAR Filed,Medium,Analyst_03,2022-11-10 05:28:00,Yes
ALT00439,TXN002085,CUST0411,ACC00540,2023-11-10 09:28:00,Layering,75,Escalated,Medium,Analyst_01,2023-12-13 11:55:00,No
ALT00440,TXN001462,CUST0381,ACC00500,2022-03-22 14:24:00,Rapid Movement,87,Under Review,Low,Analyst_01,,Yes
ALT00441,TXN004458,CUST0045,ACC00062,2024-12-26 18:58:00,Unusual Cash Pattern,87,Closed-False Positive,High,Analyst_07,2024-12-29 09:43:00,Yes
ALT00442,TXN004146,CUST0050,ACC00069,2022-02-24 16:06:00,Layering,34,Open,Low,Analyst_10,,No
ALT00443,TXN001026,CUST0402,ACC00528,2024-05-20 17:42:00,PEP Transaction,30,Closed-False Positive,Medium,Analyst_10,2024-07-05 06:45:00,No
ALT00444,TXN004813,CUST0246,ACC00324,2024-10-19 11:53:00,Layering,44,Closed-False Positive,High,Analyst_09,2024-12-07 02:49:00,No
ALT00445,TXN003101,CUST0399,ACC00523,2024-11-16 16:40:00,Round-Trip Transaction,95,Under Review,Medium,Analyst_02,,No
ALT00446,TXN002594,CUST0148,ACC00197,2024-12-27 03:18:00,High-Risk Geography,79,Closed-SAR Filed,High,Analyst_03,2024-12-27 03:52:00,No
ALT00447,TXN002966,CUST0358,ACC00471,2024-07-06 11:42:00,Round-Trip Transaction,100,Closed-SAR Filed,Medium,Analyst_04,2024-09-03 11:09:00,No
ALT00448,TXN002170,CUST0201,ACC00268,2023-09-12 22:54:00,PEP Transaction,97,Open,Medium,Analyst_05,,Yes
ALT00449,TXN003733,CUST0018,ACC00024,2022-05-23 14:39:00,Unusual Cash Pattern,56,Under Review,High,Analyst_05,,No
ALT00450,TXN002351,CUST0424,ACC00555,2023-02-10 02:23:00,High-Risk Geography,76,Under Review,High,Analyst_09,,Yes
ALT00451,TXN001078,CUST0083,ACC00115,2022-10-20 10:05:00,High-Risk Geography,98,Closed-False Positive,Low,Analyst_07,2022-12-08 23:52:00,No
ALT00452,TXN001524,CUST0232,ACC00307,2024-07-05 19:24:00,Rapid Movement,30,Closed-False Positive,High,Analyst_01,2024-08-25 08:13:00,Yes
ALT00453,TXN004152,CUST0312,ACC00410,2023-04-28 22:16:00,Round-Trip Transaction,59,Open,High,Analyst_01,,No
ALT00454,TXN003974,CUST0328,ACC00431,2022-02-16 23:34:00,Round-Trip Transaction,93,Closed-False Positive,Medium,Analyst_10,2022-03-27 23:55:00,No
ALT00455,TXN002621,CUST0293,ACC00384,2022-05-18 19:55:00,PEP Transaction,72,Under Review,Low,Analyst_01,,No
ALT00456,TXN004003,CUST0392,ACC00514,2024-08-22 13:34:00,Structuring,57,Closed-False Positive,Low,Analyst_04,2024-09-30 05:11:00,No
ALT00457,TXN004308,CUST0418,ACC00548,2023-09-09 17:07:00,Structuring,42,Open,High,Analyst_10,,No
ALT00458,TXN003177,CUST0051,ACC00070,2023-03-06 21:22:00,Dormant Account Activity,52,Under Review,High,Analyst_10,,No
ALT00459,TXN004730,CUST0291,ACC00381,2023-05-27 13:48:00,Dormant Account Activity,78,Under Review,Medium,Analyst_07,,No
ALT00460,TXN001633,CUST0250,ACC00329,2024-07-12 22:28:00,Round-Trip Transaction,98,Escalated,Medium,Analyst_04,2024-09-05 00:48:00,No
ALT00461,TXN000377,CUST0227,ACC00301,2023-02-09 16:30:00,Round-Trip Transaction,94,Closed-False Positive,Medium,Analyst_03,2023-02-18 04:38:00,No
ALT00462,TXN001693,CUST0291,ACC00381,2022-06-08 08:19:00,PEP Transaction,89,Closed-False Positive,High,Analyst_10,2022-07-13 23:14:00,No
ALT00463,TXN001965,CUST0082,ACC00113,2022-10-21 10:47:00,PEP Transaction,33,Open,Medium,Analyst_06,,No
ALT00464,TXN001038,CUST0464,ACC00607,2024-12-22 01:14:00,Structuring,49,Closed-SAR Filed,Medium,Analyst_04,2024-12-22 19:49:00,No
ALT00465,TXN001179,CUST0216,ACC00288,2023-05-31 09:59:00,Rapid Movement,48,Closed-False Positive,Low,Analyst_10,2023-07-05 19:27:00,No
ALT00466,TXN003957,CUST0411,ACC00540,2024-10-20 20:50:00,Layering,70,Under Review,High,Analyst_06,,No
ALT00467,TXN000118,CUST0018,ACC00024,2024-01-11 22:08:00,PEP Transaction,67,Closed-False Positive,Low,Analyst_05,2024-02-14 06:23:00,Yes
ALT00468,TXN003430,CUST0325,ACC00427,2023-07-03 11:10:00,Structuring,75,Closed-SAR Filed,High,Analyst_04,2023-07-13 12:24:00,No
ALT00469,TXN002022,CUST0440,ACC00577,2022-08-03 20:57:00,Dormant Account Activity,92,Under Review,Medium,Analyst_03,,No
ALT00470,TXN003481,CUST0014,ACC00020,2022-12-22 10:50:00,Dormant Account Activity,98,Closed-False Positive,High,Analyst_06,2023-02-02 05:09:00,No
ALT00471,TXN000728,CUST0475,ACC00622,2023-09-03 19:22:00,Unusual Cash Pattern,91,Closed-False Positive,High,Analyst_08,2023-10-03 18:05:00,No
ALT00472,TXN001417,CUST0495,ACC00647,2023-08-09 09:03:00,PEP Transaction,54,Closed-False Positive,Low,Analyst_01,2023-10-02 11:09:00,No
ALT00473,TXN002222,CUST0027,ACC00038,2024-12-18 16:00:00,Rapid Movement,92,Escalated,High,Analyst_09,2024-12-22 07:10:00,No
ALT00474,TXN004577,CUST0173,ACC00230,2023-10-05 09:04:00,Unusual Cash Pattern,81,Closed-False Positive,Medium,Analyst_03,2023-11-21 20:56:00,No
ALT00475,TXN003204,CUST0198,ACC00263,2022-04-22 15:16:00,Layering,88,Open,High,Analyst_06,,Yes
ALT00476,TXN001303,CUST0317,ACC00417,2023-05-13 18:10:00,Structuring,98,Open,Low,Analyst_03,,No
ALT00477,TXN003005,CUST0133,ACC00180,2023-12-22 04:23:00,PEP Transaction,52,Closed-SAR Filed,Medium,Analyst_07,2024-01-23 22:37:00,Yes
ALT00478,TXN001879,CUST0103,ACC00140,2024-07-09 09:06:00,High-Risk Geography,43,Closed-SAR Filed,Low,Analyst_06,2024-09-05 07:11:00,No
ALT00479,TXN000959,CUST0486,ACC00636,2022-08-17 12:30:00,Round-Trip Transaction,85,Closed-False Positive,High,Analyst_03,2022-08-30 02:46:00,No
ALT00480,TXN001402,CUST0120,ACC00161,2022-04-07 05:06:00,High-Risk Geography,61,Closed-False Positive,Medium,Analyst_10,2022-04-28 13:55:00,Yes
ALT00481,TXN002188,CUST0336,ACC00441,2024-07-03 10:34:00,High-Risk Geography,92,Under Review,Medium,Analyst_09,,No
ALT00482,TXN000135,CUST0346,ACC00454,2024-02-22 20:08:00,High-Risk Geography,51,Closed-SAR Filed,Medium,Analyst_02,2024-04-10 19:09:00,No
ALT00483,TXN002768,CUST0284,ACC00372,2024-01-11 04:55:00,Rapid Movement,62,Under Review,Low,Analyst_07,,No
ALT00484,TXN001712,CUST0500,ACC00652,2024-09-14 03:02:00,PEP Transaction,41,Closed-SAR Filed,Low,Analyst_10,2024-10-21 21:59:00,No
ALT00485,TXN003184,CUST0013,ACC00017,2022-06-06 19:56:00,Rapid Movement,87,Closed-False Positive,High,Analyst_05,2022-06-10 23:02:00,No
ALT00486,TXN003509,CUST0494,ACC00645,2023-07-13 03:56:00,Dormant Account Activity,62,Closed-SAR Filed,Medium,Analyst_07,2023-07-17 06:24:00,Yes
ALT00487,TXN004267,CUST0112,ACC00149,2022-01-18 18:01:00,Rapid Movement,96,Open,High,Analyst_02,,No
ALT00488,TXN001893,CUST0399,ACC00522,2024-05-06 06:51:00,High-Risk Geography,43,Under Review,High,Analyst_10,,Yes
ALT00489,TXN001190,CUST0465,ACC00608,2024-11-29 21:31:00,Unusual Cash Pattern,79,Escalated,Low,Analyst_08,2024-12-07 13:25:00,Yes
ALT00490,TXN004362,CUST0168,ACC00221,2024-12-14 02:23:00,Structuring,90,Closed-False Positive,Medium,Analyst_06,2024-12-21 07:25:00,No
ALT00491,TXN004213,CUST0289,ACC00379,2023-02-10 02:57:00,Rapid Movement,50,Open,Medium,Analyst_09,,No
ALT00492,TXN000922,CUST0286,ACC00375,2024-04-30 18:19:00,Dormant Account Activity,82,Escalated,Medium,Analyst_01,2024-05-03 02:55:00,No
ALT00493,TXN004104,CUST0247,ACC00325,2022-11-24 19:00:00,Structuring,37,Closed-SAR Filed,Medium,Analyst_02,2022-12-07 22:07:00,No
ALT00494,TXN003163,CUST0277,ACC00362,2024-06-11 10:57:00,Unusual Cash Pattern,81,Closed-False Positive,High,Analyst_05,2024-07-28 07:00:00,No
ALT00495,TXN002754,CUST0350,ACC00460,2023-11-26 06:33:00,Structuring,64,Open,Low,Analyst_09,,No
ALT00496,TXN002585,CUST0415,ACC00544,2024-01-13 03:57:00,High-Risk Geography,92,Closed-SAR Filed,Medium,Analyst_05,2024-01-28 19:52:00,No
ALT00497,TXN004297,CUST0223,ACC00295,2022-06-19 09:14:00,PEP Transaction,74,Closed-False Positive,Medium,Analyst_10,2022-06-19 13:26:00,No
ALT00498,TXN001276,CUST0340,ACC00446,2024-09-25 08:49:00,Layering,51,Closed-False Positive,Medium,Analyst_07,2024-11-15 21:31:00,No
ALT00499,TXN003898,CUST0063,ACC00088,2023-10-17 11:21:00,Unusual Cash Pattern,94,Under Review,Medium,Analyst_10,,Yes
ALT00500,TXN003179,CUST0226,ACC00300,2023-03-18 19:00:00,High-Risk Geography,42,Under Review,Medium,Analyst_10,,No
ALT00501,TXN004380,CUST0159,ACC00211,2022-03-23 12:17:00,Layering,59,Closed-False Positive,Low,Analyst_09,2022-05-15 22:55:00,No
ALT00502,TXN004009,CUST0387,ACC00509,2022-08-28 20:33:00,High-Risk Geography,54,Escalated,High,Analyst_02,2022-10-26 12:11:00,No
ALT00503,TXN000162,CUST0402,ACC00527,2024-02-04 16:24:00,Structuring,72,Closed-False Positive,High,Analyst_09,2024-04-01 17:45:00,Yes
ALT00504,TXN003742,CUST0421,ACC00551,2022-08-07 04:11:00,Dormant Account Activity,95,Under Review,Low,Analyst_10,,Yes
ALT00505,TXN002950,CUST0053,ACC00073,2024-11-24 08:36:00,Rapid Movement,37,Closed-SAR Filed,Low,Analyst_02,2024-11-27 13:09:00,No
ALT00506,TXN000380,CUST0075,ACC00105,2024-08-15 19:42:00,Layering,50,Closed-SAR Filed,Medium,Analyst_05,2024-10-05 16:52:00,No
ALT00507,TXN000263,CUST0145,ACC00193,2023-08-27 00:47:00,Round-Trip Transaction,56,Closed-False Positive,High,Analyst_03,2023-10-15 18:59:00,No
ALT00508,TXN004553,CUST0321,ACC00422,2022-01-27 16:11:00,Dormant Account Activity,98,Open,Medium,Analyst_07,,No
ALT00509,TXN002704,CUST0447,ACC00586,2024-04-11 13:23:00,High-Risk Geography,37,Under Review,Low,Analyst_07,,Yes
ALT00510,TXN003112,CUST0198,ACC00263,2023-11-25 16:02:00,Rapid Movement,82,Closed-False Positive,Medium,Analyst_06,2023-11-25 16:43:00,No
ALT00511,TXN002534,CUST0458,ACC00600,2022-05-14 13:22:00,Layering,55,Open,Medium,Analyst_10,,Yes
ALT00512,TXN004618,CUST0092,ACC00126,2024-08-13 07:59:00,Layering,95,Closed-False Positive,Medium,Analyst_10,2024-09-29 15:02:00,No
ALT00513,TXN003622,CUST0090,ACC00123,2022-04-20 09:52:00,Rapid Movement,73,Closed-False Positive,Low,Analyst_01,2022-05-01 21:37:00,Yes
ALT00514,TXN003418,CUST0318,ACC00418,2024-01-23 13:39:00,PEP Transaction,44,Closed-SAR Filed,Medium,Analyst_02,2024-02-11 12:02:00,No
ALT00515,TXN001789,CUST0450,ACC00590,2024-03-25 11:06:00,Unusual Cash Pattern,66,Escalated,High,Analyst_05,2024-05-17 23:01:00,No
ALT00516,TXN001456,CUST0407,ACC00535,2022-02-02 04:57:00,High-Risk Geography,37,Under Review,Low,Analyst_07,,Yes
ALT00517,TXN004101,CUST0198,ACC00263,2023-05-08 05:32:00,Dormant Account Activity,71,Closed-SAR Filed,Low,Analyst_10,2023-05-11 11:07:00,Yes
ALT00518,TXN000866,CUST0414,ACC00543,2024-06-29 07:48:00,Unusual Cash Pattern,96,Under Review,Medium,Analyst_06,,No
ALT00519,TXN001450,CUST0128,ACC00173,2023-11-08 15:17:00,Layering,65,Closed-False Positive,Medium,Analyst_10,2023-11-20 21:23:00,No
ALT00520,TXN000554,CUST0258,ACC00339,2022-05-02 10:12:00,Round-Trip Transaction,66,Open,Medium,Analyst_04,,No
ALT00521,TXN004786,CUST0080,ACC00110,2022-03-23 19:00:00,Dormant Account Activity,58,Under Review,Low,Analyst_10,,No
ALT00522,TXN004700,CUST0366,ACC00480,2024-10-26 15:00:00,Rapid Movement,72,Closed-False Positive,Medium,Analyst_04,2024-11-13 03:08:00,No
ALT00523,TXN003096,CUST0003,ACC00005,2024-11-04 16:47:00,Rapid Movement,82,Open,Medium,Analyst_07,,Yes
ALT00524,TXN003149,CUST0276,ACC00361,2024-03-08 16:50:00,Round-Trip Transaction,84,Open,High,Analyst_02,,No
ALT00525,TXN004653,CUST0215,ACC00287,2024-06-25 18:10:00,Rapid Movement,82,Open,Low,Analyst_09,,No
ALT00526,TXN002946,CUST0091,ACC00124,2023-05-15 11:05:00,Layering,57,Closed-SAR Filed,Medium,Analyst_09,2023-06-18 10:33:00,Yes
ALT00527,TXN003731,CUST0063,ACC00089,2024-08-08 22:08:00,Unusual Cash Pattern,35,Under Review,Low,Analyst_06,,No
ALT00528,TXN004592,CUST0398,ACC00521,2022-04-01 20:21:00,Round-Trip Transaction,74,Under Review,Medium,Analyst_08,,No
ALT00529,TXN004476,CUST0246,ACC00324,2024-09-26 12:38:00,Structuring,50,Open,Medium,Analyst_06,,No
ALT00530,TXN000445,CUST0326,ACC00428,2022-12-22 22:14:00,High-Risk Geography,64,Open,Low,Analyst_05,,No
ALT00531,TXN000921,CUST0331,ACC00434,2024-11-11 15:36:00,High-Risk Geography,97,Under Review,High,Analyst_07,,No
ALT00532,TXN003560,CUST0155,ACC00206,2024-10-12 21:07:00,Layering,31,Closed-False Positive,Low,Analyst_10,2024-10-29 15:12:00,No
ALT00533,TXN002673,CUST0359,ACC00473,2022-07-30 00:04:00,PEP Transaction,49,Escalated,Medium,Analyst_03,2022-09-08 03:38:00,No
ALT00534,TXN000160,CUST0453,ACC00594,2023-10-12 02:31:00,Rapid Movement,42,Closed-SAR Filed,Medium,Analyst_06,2023-11-20 13:04:00,No
ALT00535,TXN001216,CUST0105,ACC00142,2022-08-14 09:58:00,Round-Trip Transaction,73,Open,High,Analyst_10,,Yes
ALT00536,TXN003641,CUST0101,ACC00138,2024-09-07 13:53:00,Structuring,36,Closed-False Positive,Medium,Analyst_01,2024-11-03 03:12:00,Yes
ALT00537,TXN001370,CUST0353,ACC00464,2022-11-14 10:50:00,Round-Trip Transaction,49,Closed-False Positive,Medium,Analyst_03,2023-01-03 04:44:00,No
ALT00538,TXN003981,CUST0305,ACC00401,2022-08-04 04:07:00,Structuring,69,Under Review,Medium,Analyst_09,,Yes
ALT00539,TXN004468,CUST0188,ACC00250,2024-07-24 22:21:00,Rapid Movement,79,Under Review,Medium,Analyst_03,,Yes
ALT00540,TXN003866,CUST0352,ACC00463,2024-03-05 14:52:00,Round-Trip Transaction,72,Open,Medium,Analyst_04,,Yes
ALT00541,TXN000228,CUST0124,ACC00167,2024-02-27 03:40:00,PEP Transaction,69,Closed-SAR Filed,Low,Analyst_02,2024-03-27 19:14:00,No
ALT00542,TXN003946,CUST0356,ACC00469,2022-03-21 07:03:00,Round-Trip Transaction,58,Closed-False Positive,High,Analyst_04,2022-04-02 19:49:00,No
ALT00543,TXN000623,CUST0312,ACC00411,2022-08-12 10:35:00,Structuring,44,Closed-False Positive,Low,Analyst_02,2022-09-30 18:48:00,Yes
ALT00544,TXN004530,CUST0023,ACC00031,2024-09-09 09:11:00,Dormant Account Activity,71,Closed-False Positive,Low,Analyst_02,2024-09-18 00:28:00,Yes
ALT00545,TXN004828,CUST0209,ACC00279,2024-12-13 08:01:00,Structuring,87,Closed-False Positive,Medium,Analyst_09,2024-12-16 08:20:00,No
ALT00546,TXN000917,CUST0409,ACC00538,2023-01-08 14:27:00,Layering,52,Closed-SAR Filed,High,Analyst_03,2023-01-23 05:12:00,No
ALT00547,TXN000239,CUST0044,ACC00061,2023-09-08 04:17:00,High-Risk Geography,40,Under Review,Low,Analyst_01,,No
ALT00548,TXN002208,CUST0477,ACC00625,2022-03-10 13:12:00,PEP Transaction,86,Under Review,Medium,Analyst_06,,Yes
ALT00549,TXN003227,CUST0452,ACC00593,2023-12-01 12:07:00,Unusual Cash Pattern,64,Closed-False Positive,Medium,Analyst_01,2023-12-17 13:00:00,No
ALT00550,TXN003316,CUST0087,ACC00120,2022-03-03 00:21:00,Round-Trip Transaction,67,Closed-SAR Filed,High,Analyst_07,2022-03-16 05:43:00,No
ALT00551,TXN004048,CUST0275,ACC00360,2022-05-26 05:04:00,Dormant Account Activity,77,Closed-False Positive,Medium,Analyst_04,2022-05-26 18:43:00,No
ALT00552,TXN003591,CUST0094,ACC00129,2023-03-13 20:16:00,Structuring,96,Closed-SAR Filed,Medium,Analyst_05,2023-03-19 02:10:00,No
ALT00553,TXN001737,CUST0005,ACC00007,2022-01-20 14:06:00,High-Risk Geography,79,Under Review,Medium,Analyst_04,,No
ALT00554,TXN001912,CUST0402,ACC00528,2023-02-10 09:04:00,High-Risk Geography,31,Closed-False Positive,Medium,Analyst_05,2023-04-01 23:51:00,No
ALT00555,TXN003114,CUST0013,ACC00018,2024-01-22 14:34:00,Layering,48,Closed-False Positive,High,Analyst_02,2024-02-09 02:59:00,Yes
ALT00556,TXN001111,CUST0103,ACC00140,2023-08-05 01:06:00,Dormant Account Activity,87,Under Review,Low,Analyst_04,,No
ALT00557,TXN003681,CUST0409,ACC00538,2024-01-28 01:15:00,Dormant Account Activity,61,Under Review,Medium,Analyst_05,,No
ALT00558,TXN001512,CUST0104,ACC00141,2022-04-01 16:24:00,Dormant Account Activity,55,Open,Medium,Analyst_05,,No
ALT00559,TXN003525,CUST0426,ACC00557,2024-02-03 22:36:00,Layering,56,Open,Medium,Analyst_06,,No
ALT00560,TXN004228,CUST0209,ACC00279,2023-12-25 02:17:00,Structuring,65,Open,Medium,Analyst_06,,No
ALT00561,TXN001561,CUST0022,ACC00030,2022-08-05 23:14:00,Layering,78,Escalated,Low,Analyst_02,2022-10-01 15:30:00,Yes
ALT00562,TXN004173,CUST0061,ACC00086,2023-07-20 11:31:00,Structuring,51,Closed-SAR Filed,Medium,Analyst_08,2023-09-17 02:13:00,No
ALT00563,TXN004465,CUST0028,ACC00039,2022-01-21 01:04:00,Unusual Cash Pattern,33,Open,Medium,Analyst_09,,No
ALT00564,TXN004579,CUST0135,ACC00183,2023-04-19 23:54:00,Round-Trip Transaction,38,Open,Medium,Analyst_09,,No
ALT00565,TXN004046,CUST0176,ACC00233,2022-04-03 17:31:00,Round-Trip Transaction,60,Open,Medium,Analyst_09,,Yes
