transaction_id,sender_account_id,receiver_account_id,transaction_type,amount,currency,transaction_date,channel,country_origin,country_destination,transaction_status,remarks
TXN002001,ACC00243,ACC00110,Online Transfer,437284.95,USD,2023-09-03 08:14:00,SWIFT,USA,British Virgin Islands,Completed,Personal Transfer
TXN002002,ACC00345,ACC00403,Wire Transfer,8009.2,USD,2024-03-09 04:45:00,ATM,Singapore,Germany,Completed,Business Payment
TXN002003,ACC00457,ACC00523,Wire Transfer,39379.64,EUR,2023-09-08 16:06:00,ATM,Germany,Singapore,Pending,Trade Settlement
TXN002004,ACC00488,ACC00647,Online Transfer,8943.06,AED,2022-12-01 19:20:00,Mobile,Japan,Seychelles,Completed,Trade Settlement
TXN002005,ACC00063,ACC00343,Online Transfer,30189.99,INR,2023-01-09 22:37:00,SWIFT,Cayman Islands,France,Completed,Trade Settlement
TXN002006,ACC00563,ACC00188,Wire Transfer,47571.98,EUR,2023-03-21 22:52:00,Online,Singapore,Malta,Completed,Salary
TXN002007,ACC00483,ACC00269,Cheque,15420.76,INR,2023-08-12 02:23:00,Branch,Germany,Canada,Completed,Business Payment
TXN002008,ACC00539,ACC00273,Cheque,34641.56,GBP,2024-04-27 02:30:00,ATM,France,Russia,Completed,Salary
TXN002009,ACC00226,ACC00378,ATM Withdrawal,3317.63,EUR,2024-06-14 06:00:00,Online,France,Russia,Completed,Trade Settlement
TXN002010,ACC00182,ACC00623,Wire Transfer,8362.64,GBP,2024-12-15 19:31:00,Online,Canada,Bahamas,Pending,Personal Transfer
TXN002011,ACC00420,ACC00308,ATM Withdrawal,4411.38,GBP,2023-06-29 13:17:00,ATM,Cayman Islands,UK,Completed,Salary
TXN002012,ACC00533,ACC00252,Wire Transfer,484207.21,AED,2022-04-11 16:34:00,Mobile,Canada,British Virgin Islands,Completed,Loan Repayment
TXN002013,ACC00360,ACC00027,ATM Withdrawal,6749.85,AED,2022-08-11 00:35:00,Mobile,British Virgin Islands,UAE,Completed,N/A
TXN002014,ACC00267,ACC00260,Cheque,4545.98,GBP,2024-05-24 12:12:00,Mobile,Germany,British Virgin Islands,Completed,Salary
TXN002015,ACC00240,ACC00308,Cash Deposit,7373.42,EUR,2024-09-09 18:57:00,Mobile,Singapore,Australia,Completed,Personal Transfer
TXN002016,ACC00077,ACC00354,Wire Transfer,104.62,GBP,2023-05-17 09:20:00,Online,Panama,France,Completed,Business Payment
TXN002017,ACC00328,ACC00649,Wire Transfer,134.75,GBP,2024-05-24 05:38:00,ATM,Cayman Islands,UAE,Completed,Investment
TXN002018,ACC00387,ACC00017,Cash Withdrawal,5192.05,INR,2022-07-10 14:48:00,Online,Japan,Malta,Completed,Salary
TXN002019,ACC00629,ACC00452,Cash Withdrawal,30613.28,INR,2023-12-11 20:55:00,Branch,Japan,Japan,Completed,Trade Settlement
TXN002020,ACC00627,ACC00549,Online Transfer,19760.22,GBP,2022-05-13 13:15:00,Online,Panama,British Virgin Islands,Completed,Investment
TXN002021,ACC00489,ACC00495,Cash Withdrawal,2571.24,INR,2024-11-21 14:28:00,Branch,Japan,Germany,Failed,N/A
TXN002022,ACC00577,ACC00532,Cash Deposit,24305.83,AED,2023-03-29 04:46:00,Branch,Nigeria,USA,Failed,Loan Repayment
TXN002023,ACC00604,ACC00013,Cash Withdrawal,2945.23,AED,2024-01-17 09:02:00,Branch,USA,Japan,Completed,Salary
TXN002024,ACC00298,ACC00419,Wire Transfer,1218.6,INR,2023-04-25 07:56:00,ATM,Japan,Japan,Completed,N/A
TXN002025,ACC00200,ACC00378,Cash Deposit,28364.49,AED,2022-02-11 18:25:00,Online,Australia,France,Completed,Business Payment
TXN002026,ACC00538,ACC00502,Cheque,5085.25,EUR,2022-10-27 22:50:00,Mobile,Singapore,Cyprus,Completed,Personal Transfer
TXN002027,ACC00481,ACC00467,Online Transfer,2053.48,INR,2024-02-28 13:01:00,SWIFT,USA,UAE,Completed,Loan Repayment
TXN002028,ACC00344,ACC00012,Cash Deposit,7139.57,AED,2022-04-05 14:45:00,Mobile,Japan,Australia,Failed,Trade Settlement
TXN002029,ACC00028,ACC00084,Cheque,253.24,AED,2024-04-08 11:09:00,Online,Nigeria,Bahamas,Completed,Salary
TXN002030,ACC00017,ACC00341,Cash Deposit,5628.25,AED,2024-07-28 14:20:00,SWIFT,France,Seychelles,Completed,N/A
TXN002031,ACC00324,ACC00567,Online Transfer,45050.1,GBP,2022-03-12 16:42:00,Branch,Japan,UAE,Completed,Loan Repayment
TXN002032,ACC00206,ACC00564,Cash Deposit,7277.08,AED,2022-10-18 13:33:00,ATM,UAE,UK,Completed,Trade Settlement
TXN002033,ACC00025,ACC00358,Wire Transfer,830.43,GBP,2022-05-13 04:34:00,Mobile,Germany,Russia,Completed,Investment
TXN002034,ACC00029,ACC00188,ATM Withdrawal,4403.2,AED,2022-11-15 03:18:00,Online,Nigeria,Cayman Islands,Completed,Investment
TXN002035,ACC00106,ACC00491,Wire Transfer,9977.74,INR,2024-02-01 16:13:00,SWIFT,USA,Panama,Completed,Personal Transfer
TXN002036,ACC00210,ACC00436,ATM Withdrawal,7027.44,INR,2024-03-19 13:21:00,Branch,Cayman Islands,Malta,Completed,Loan Repayment
TXN002037,ACC00359,ACC00578,ATM Withdrawal,41171.14,INR,2022-07-25 00:20:00,Mobile,Bahamas,Canada,Completed,Business Payment
TXN002038,ACC00301,ACC00041,Wire Transfer,1691.64,AED,2024-10-25 17:04:00,ATM,USA,British Virgin Islands,Completed,Salary
TXN002039,ACC00217,ACC00351,Cash Withdrawal,4411.43,USD,2024-12-14 00:09:00,Branch,Japan,Cayman Islands,Completed,Business Payment
TXN002040,ACC00479,ACC00311,ATM Withdrawal,5260.7,GBP,2022-08-23 02:21:00,Mobile,Japan,Cyprus,Completed,Trade Settlement
TXN002041,ACC00292,ACC00018,Wire Transfer,9913.8,AED,2023-11-19 17:19:00,SWIFT,Panama,Canada,Completed,Investment
TXN002042,ACC00024,ACC00416,Cash Withdrawal,356796.96,INR,2023-09-23 19:15:00,ATM,Germany,Nigeria,Failed,Trade Settlement
TXN002043,ACC00231,ACC00404,Online Transfer,1979.38,USD,2024-01-14 10:49:00,Mobile,France,UK,Completed,Salary
TXN002044,ACC00242,ACC00358,Online Transfer,675.13,INR,2023-07-12 20:40:00,Mobile,USA,Japan,Completed,Business Payment
TXN002045,ACC00042,ACC00036,Cash Deposit,9850.04,GBP,2024-05-04 15:40:00,Branch,Australia,Cayman Islands,Completed,Personal Transfer
TXN002046,ACC00386,ACC00113,Online Transfer,310797.32,USD,2024-10-16 00:37:00,Mobile,Singapore,Cyprus,Failed,Personal Transfer
TXN002047,ACC00106,ACC00229,Cash Withdrawal,8050.53,USD,2023-01-05 17:06:00,Branch,USA,Malta,Completed,Loan Repayment
TXN002048,ACC00419,ACC00395,Cheque,8958.42,INR,2024-05-13 03:08:00,SWIFT,Germany,Nigeria,Completed,Salary
TXN002049,ACC00166,ACC00599,Online Transfer,3256.43,USD,2023-07-28 11:02:00,SWIFT,USA,Nigeria,Completed,Investment
TXN002050,ACC00123,ACC00478,Cash Withdrawal,8143.31,EUR,2024-05-18 01:57:00,Mobile,Cayman Islands,Germany,Completed,N/A
TXN002051,ACC00259,ACC00459,Cash Withdrawal,879.31,GBP,2024-01-28 05:27:00,ATM,Australia,Nigeria,Completed,Salary
TXN002052,ACC00614,ACC00425,ATM Withdrawal,6673.01,INR,2022-08-23 07:59:00,SWIFT,UK,UK,Completed,Personal Transfer
TXN002053,ACC00497,ACC00439,Cash Deposit,33720.56,GBP,2024-03-14 10:47:00,Online,Japan,UAE,Completed,Business Payment
TXN002054,ACC00498,ACC00289,ATM Withdrawal,13963.67,USD,2022-01-07 05:27:00,Online,France,Bahamas,Completed,Salary
TXN002055,ACC00334,ACC00362,Online Transfer,12538.85,GBP,2022-11-09 02:13:00,Branch,Germany,Bahamas,Completed,N/A
TXN002056,ACC00010,ACC00590,Wire Transfer,109635.81,GBP,2022-10-17 15:21:00,Mobile,UK,Russia,Completed,Business Payment
TXN002057,ACC00523,ACC00281,Cash Deposit,5860.36,EUR,2022-05-28 04:25:00,ATM,British Virgin Islands,UK,Completed,Salary
TXN002058,ACC00634,ACC00217,Cash Deposit,4449.54,EUR,2022-11-21 14:15:00,Mobile,Germany,Canada,Completed,Trade Settlement
TXN002059,ACC00440,ACC00450,Cash Withdrawal,2693.64,INR,2022-09-11 18:40:00,SWIFT,Canada,Seychelles,Completed,Investment
TXN002060,ACC00302,ACC00598,Cheque,6205.36,GBP,2022-05-30 06:26:00,Mobile,France,Australia,Reversed,N/A
TXN002061,ACC00413,ACC00419,ATM Withdrawal,38081.99,INR,2023-11-08 07:25:00,Mobile,Canada,Nigeria,Completed,Salary
TXN002062,ACC00033,ACC00196,Wire Transfer,14061.14,GBP,2024-09-17 14:38:00,Online,Japan,Cayman Islands,Completed,Salary
TXN002063,ACC00568,ACC00547,Wire Transfer,17187.93,INR,2022-07-16 16:01:00,Mobile,Germany,Panama,Completed,Business Payment
TXN002064,ACC00162,ACC00256,Online Transfer,31047.57,GBP,2024-12-18 22:47:00,Online,Bahamas,Germany,Completed,Loan Repayment
TXN002065,ACC00247,ACC00577,Wire Transfer,4407.81,USD,2023-10-13 18:51:00,Mobile,Malta,Cyprus,Completed,Investment
TXN002066,ACC00188,ACC00242,Cheque,6469.95,AED,2022-12-24 04:19:00,SWIFT,Australia,Canada,Completed,Loan Repayment
TXN002067,ACC00108,ACC00564,Cheque,8938.86,EUR,2023-05-17 10:02:00,Branch,Japan,UK,Completed,Business Payment
TXN002068,ACC00080,ACC00331,Online Transfer,7811.39,AED,2024-03-19 04:45:00,Branch,Germany,UK,Completed,Personal Transfer
TXN002069,ACC00490,ACC00363,Online Transfer,1737.03,USD,2024-12-28 06:26:00,Mobile,USA,Russia,Failed,Trade Settlement
TXN002070,ACC00168,ACC00117,Cash Withdrawal,151715.94,EUR,2024-07-17 02:59:00,SWIFT,Cayman Islands,USA,Completed,Business Payment
TXN002071,ACC00618,ACC00159,Wire Transfer,11134.01,EUR,2024-03-25 01:30:00,ATM,USA,UAE,Completed,N/A
TXN002072,ACC00335,ACC00460,Online Transfer,5650.94,USD,2022-12-11 14:14:00,ATM,UK,Australia,Completed,N/A
TXN002073,ACC00213,ACC00178,Online Transfer,355550.69,EUR,2022-03-18 03:18:00,SWIFT,Singapore,Cayman Islands,Completed,Loan Repayment
TXN002074,ACC00299,ACC00241,Wire Transfer,5803.87,INR,2024-07-19 17:03:00,SWIFT,Japan,Australia,Completed,Loan Repayment
TXN002075,ACC00439,ACC00222,Cash Withdrawal,3658.07,USD,2024-01-07 20:41:00,ATM,UK,British Virgin Islands,Completed,Personal Transfer
TXN002076,ACC00505,ACC00370,Cash Deposit,9789.95,USD,2023-01-21 03:28:00,Branch,British Virgin Islands,Japan,Completed,Personal Transfer
TXN002077,ACC00513,ACC00003,Wire Transfer,17588.59,USD,2024-05-11 08:01:00,Branch,UK,Cayman Islands,Completed,Business Payment
TXN002078,ACC00633,ACC00205,Cheque,8901.96,USD,2022-12-07 05:51:00,SWIFT,France,Singapore,Completed,Investment
TXN002079,ACC00283,ACC00134,Online Transfer,6868.74,EUR,2023-08-23 01:57:00,Online,Germany,France,Completed,Investment
TXN002080,ACC00088,ACC00460,Wire Transfer,1177.58,AED,2022-04-05 10:48:00,SWIFT,France,Bahamas,Completed,Business Payment
TXN002081,ACC00613,ACC00012,Cash Deposit,150.55,INR,2023-04-22 20:22:00,Online,Bahamas,Bahamas,Completed,Business Payment
TXN002082,ACC00484,ACC00443,Wire Transfer,9851.56,USD,2024-12-15 12:30:00,Mobile,France,Cyprus,Completed,Investment
TXN002083,ACC00023,ACC00173,Cash Withdrawal,15871.99,AED,2023-08-12 02:42:00,Branch,Panama,Bahamas,Completed,Investment
TXN002084,ACC00346,ACC00197,ATM Withdrawal,1445.31,GBP,2024-10-07 22:50:00,Online,Japan,Malta,Reversed,Loan Repayment
TXN002085,ACC00540,ACC00476,ATM Withdrawal,30428.2,AED,2022-08-25 12:52:00,Online,Germany,France,Completed,Business Payment
TXN002086,ACC00325,ACC00117,Cash Withdrawal,933.18,INR,2024-10-22 09:23:00,Mobile,Bahamas,Singapore,Completed,Trade Settlement
TXN002087,ACC00209,ACC00455,Cheque,39383.96,AED,2022-01-02 21:26:00,ATM,Cayman Islands,Cayman Islands,Failed,Loan Repayment
TXN002088,ACC00055,ACC00556,Wire Transfer,3231.77,INR,2022-07-05 15:25:00,Branch,British Virgin Islands,Malta,Completed,Trade Settlement
TXN002089,ACC00038,ACC00117,ATM Withdrawal,1021.41,USD,2024-12-05 20:53:00,Mobile,Cayman Islands,Australia,Completed,Salary
TXN002090,ACC00326,ACC00482,Cash Deposit,9784.3,INR,2023-10-12 09:54:00,Branch,Singapore,Seychelles,Completed,Salary
TXN002091,ACC00298,ACC00077,Cheque,44672.85,GBP,2022-05-23 03:16:00,ATM,Japan,Malta,Failed,Salary
TXN002092,ACC00282,ACC00541,Wire Transfer,1398.11,USD,2023-08-25 04:47:00,Mobile,Canada,Nigeria,Completed,Business Payment
TXN002093,ACC00230,ACC00531,ATM Withdrawal,7279.58,INR,2022-11-01 07:17:00,Mobile,UK,British Virgin Islands,Completed,N/A
TXN002094,ACC00508,ACC00294,Cash Withdrawal,3879.72,USD,2023-07-08 18:50:00,Mobile,Australia,UK,Completed,Trade Settlement
TXN002095,ACC00295,ACC00106,Cash Withdrawal,264112.28,INR,2023-04-04 20:43:00,Online,UK,France,Completed,Business Payment
TXN002096,ACC00509,ACC00557,Cheque,5427.73,USD,2023-10-20 14:47:00,Branch,Australia,Russia,Pending,Personal Transfer
TXN002097,ACC00233,ACC00015,Cheque,37515.48,EUR,2023-08-04 15:19:00,Online,Cyprus,Panama,Completed,Loan Repayment
TXN002098,ACC00624,ACC00481,Cash Withdrawal,2312.62,EUR,2024-01-08 04:53:00,Branch,Germany,UAE,Completed,Loan Repayment
TXN002099,ACC00050,ACC00261,Online Transfer,8853.05,INR,2022-08-25 16:20:00,SWIFT,France,Seychelles,Completed,Business Payment
TXN002100,ACC00636,ACC00368,Online Transfer,9871.09,EUR,2023-12-19 15:58:00,SWIFT,British Virgin Islands,Germany,Completed,Investment
TXN002101,ACC00157,ACC00400,Cheque,11034.72,USD,2022-12-19 09:04:00,Branch,UK,Bahamas,Pending,Business Payment
TXN002102,ACC00652,ACC00391,Cash Deposit,9987.56,USD,2022-04-21 12:32:00,Branch,Panama,Canada,Reversed,N/A
TXN002103,ACC00121,ACC00472,Wire Transfer,8435.3,EUR,2022-11-25 06:15:00,ATM,Singapore,Malta,Completed,Salary
TXN002104,ACC00355,ACC00003,Cash Deposit,38046.2,INR,2024-05-28 03:27:00,Branch,Germany,Panama,Completed,Loan Repayment
TXN002105,ACC00179,ACC00509,Wire Transfer,5909.12,GBP,2024-09-30 08:11:00,Online,Cayman Islands,USA,Completed,Salary
TXN002106,ACC00036,ACC00450,Online Transfer,5385.88,GBP,2022-05-15 19:45:00,Online,Canada,British Virgin Islands,Completed,N/A
TXN002107,ACC00338,ACC00581,Cash Withdrawal,1309.88,AED,2022-01-05 18:23:00,Mobile,Canada,UAE,Completed,Trade Settlement
TXN002108,ACC00622,ACC00230,Online Transfer,3618.89,USD,2024-07-18 04:14:00,Mobile,Singapore,Germany,Completed,Salary
TXN002109,ACC00088,ACC00246,Cheque,2953.51,GBP,2022-04-14 03:01:00,Online,France,Bahamas,Failed,Trade Settlement
TXN002110,ACC00046,ACC00183,Wire Transfer,309547.49,EUR,2023-08-14 22:46:00,Online,Bahamas,Canada,Pending,Salary
TXN002111,ACC00186,ACC00234,Cheque,46160.3,USD,2023-10-21 22:55:00,SWIFT,Japan,Cayman Islands,Completed,N/A
TXN002112,ACC00108,ACC00255,Online Transfer,4372.34,EUR,2024-11-29 06:30:00,Branch,Japan,Japan,Failed,Business Payment
TXN002113,ACC00435,ACC00568,Cash Withdrawal,1753.65,USD,2023-03-05 14:04:00,SWIFT,Cayman Islands,Japan,Completed,Investment
TXN002114,ACC00557,ACC00309,ATM Withdrawal,33541.29,GBP,2022-01-07 06:28:00,Mobile,France,Japan,Completed,Business Payment
TXN002115,ACC00229,ACC00214,Wire Transfer,4063.95,INR,2024-01-21 10:19:00,Mobile,UK,USA,Completed,Salary
TXN002116,ACC00365,ACC00330,Online Transfer,5885.11,USD,2022-07-27 21:07:00,SWIFT,Panama,Australia,Completed,Trade Settlement
TXN002117,ACC00238,ACC00530,Online Transfer,11376.32,EUR,2024-10-04 15:37:00,ATM,Australia,Nigeria,Completed,Loan Repayment
TXN002118,ACC00225,ACC00476,Wire Transfer,724.34,INR,2023-04-26 06:47:00,Branch,France,Malta,Completed,Trade Settlement
TXN002119,ACC00506,ACC00063,Wire Transfer,36162.55,INR,2022-07-24 18:50:00,Branch,Japan,France,Reversed,Personal Transfer
TXN002120,ACC00341,ACC00346,Wire Transfer,6717.71,EUR,2023-01-25 08:43:00,Mobile,France,UAE,Completed,Investment
TXN002121,ACC00009,ACC00221,Wire Transfer,4422.24,GBP,2022-10-08 01:57:00,ATM,Japan,Nigeria,Completed,Investment
TXN002122,ACC00148,ACC00099,Cheque,42953.14,EUR,2024-06-02 17:17:00,Online,UK,Bahamas,Pending,Loan Repayment
TXN002123,ACC00063,ACC00435,Cheque,8510.72,AED,2023-03-25 12:51:00,Branch,Cayman Islands,Canada,Completed,Investment
TXN002124,ACC00163,ACC00036,Online Transfer,9616.84,USD,2023-10-20 00:58:00,SWIFT,USA,Cyprus,Completed,N/A
TXN002125,ACC00270,ACC00285,Cash Withdrawal,366819.74,GBP,2022-06-12 23:28:00,Online,UAE,UK,Reversed,Loan Repayment
TXN002126,ACC00057,ACC00652,Cash Withdrawal,3317.91,USD,2023-10-30 13:30:00,SWIFT,France,Australia,Completed,Trade Settlement
TXN002127,ACC00404,ACC00511,Cash Withdrawal,7210.14,USD,2022-02-19 02:14:00,ATM,Germany,UK,Completed,Trade Settlement
TXN002128,ACC00552,ACC00054,Cash Withdrawal,28628.96,AED,2023-07-11 13:22:00,ATM,USA,USA,Reversed,Business Payment
TXN002129,ACC00042,ACC00301,Cash Deposit,21008.44,GBP,2024-08-04 12:33:00,SWIFT,Australia,Seychelles,Completed,Loan Repayment
TXN002130,ACC00417,ACC00020,Cheque,2610.28,INR,2024-05-20 04:20:00,Branch,UK,Germany,Reversed,Personal Transfer
TXN002131,ACC00041,ACC00482,Cash Deposit,5461.7,GBP,2022-08-07 12:22:00,Branch,Australia,Russia,Completed,Loan Repayment
TXN002132,ACC00580,ACC00338,Wire Transfer,98982.26,INR,2022-05-25 15:16:00,ATM,USA,UAE,Failed,Investment
TXN002133,ACC00397,ACC00194,Cash Deposit,7385.17,USD,2023-04-14 05:44:00,SWIFT,USA,Seychelles,Completed,Business Payment
TXN002134,ACC00167,ACC00371,Cash Withdrawal,2834.87,GBP,2024-02-17 18:26:00,SWIFT,USA,Australia,Completed,Loan Repayment
TXN002135,ACC00087,ACC00556,Cash Deposit,29848.03,GBP,2023-05-11 14:40:00,ATM,Canada,UAE,Failed,Personal Transfer
TXN002136,ACC00161,ACC00593,Online Transfer,4172.27,GBP,2023-09-06 16:58:00,Branch,Bahamas,USA,Completed,Loan Repayment
TXN002137,ACC00394,ACC00348,Cash Withdrawal,7671.55,AED,2022-11-13 20:47:00,SWIFT,France,UAE,Completed,Trade Settlement
TXN002138,ACC00489,ACC00250,Online Transfer,4357.93,USD,2024-08-20 06:28:00,ATM,Japan,Japan,Completed,Salary
TXN002139,ACC00360,ACC00115,Cheque,5109.83,INR,2024-07-03 09:28:00,Mobile,British Virgin Islands,Cyprus,Completed,Investment
TXN002140,ACC00059,ACC00626,Online Transfer,826.37,AED,2023-06-03 04:21:00,Online,France,France,Completed,N/A
TXN002141,ACC00594,ACC00509,Wire Transfer,7624.61,USD,2024-07-05 10:36:00,ATM,Panama,Cyprus,Completed,Salary
TXN002142,ACC00606,ACC00426,Wire Transfer,36124.53,GBP,2024-09-12 03:17:00,Mobile,British Virgin Islands,Seychelles,Failed,Business Payment
TXN002143,ACC00139,ACC00374,Wire Transfer,8964.6,AED,2023-06-09 19:18:00,SWIFT,Japan,Russia,Completed,N/A
TXN002144,ACC00332,ACC00136,ATM Withdrawal,3394.8,GBP,2023-07-06 11:21:00,Mobile,Canada,Malta,Failed,N/A
TXN002145,ACC00420,ACC00216,Cash Withdrawal,2254.03,EUR,2023-11-15 00:36:00,Branch,Cayman Islands,Seychelles,Completed,Trade Settlement
TXN002146,ACC00482,ACC00134,Wire Transfer,4798.95,AED,2024-11-05 17:31:00,SWIFT,France,Panama,Pending,N/A
TXN002147,ACC00162,ACC00437,Cheque,7370.47,INR,2022-03-05 20:11:00,ATM,Bahamas,Panama,Completed,Trade Settlement
TXN002148,ACC00615,ACC00293,Cash Deposit,1849.26,INR,2022-07-30 13:22:00,Mobile,Germany,Seychelles,Completed,Loan Repayment
TXN002149,ACC00143,ACC00285,Cheque,179566.99,AED,2024-03-08 06:43:00,ATM,Bahamas,USA,Pending,Trade Settlement
TXN002150,ACC00483,ACC00178,Online Transfer,3153.66,USD,2024-05-24 19:30:00,Mobile,Germany,Nigeria,Completed,Business Payment
TXN002151,ACC00490,ACC00048,Cheque,11595.8,GBP,2022-02-07 04:13:00,Online,USA,Australia,Pending,Investment
TXN002152,ACC00588,ACC00180,ATM Withdrawal,6845.26,GBP,2024-02-16 21:36:00,SWIFT,Germany,France,Completed,Trade Settlement
TXN002153,ACC00179,ACC00587,Online Transfer,7638.75,USD,2022-11-15 17:29:00,ATM,Cayman Islands,Cyprus,Failed,Personal Transfer
TXN002154,ACC00358,ACC00099,Cheque,8797.83,INR,2022-05-02 11:38:00,Mobile,Japan,Panama,Completed,Personal Transfer
TXN002155,ACC00298,ACC00194,Online Transfer,17520.13,GBP,2023-08-11 05:33:00,Mobile,Japan,Japan,Completed,Investment
TXN002156,ACC00248,ACC00314,Cash Deposit,9989.58,USD,2023-01-03 14:30:00,Mobile,Singapore,Singapore,Pending,Investment
TXN002157,ACC00163,ACC00367,ATM Withdrawal,514.59,GBP,2022-10-26 08:55:00,SWIFT,USA,Japan,Completed,Salary
TXN002158,ACC00405,ACC00572,Cash Withdrawal,40254.14,AED,2024-12-14 18:53:00,Branch,Australia,Australia,Pending,Investment
TXN002159,ACC00454,ACC00170,Wire Transfer,4607.19,INR,2022-06-20 01:18:00,Mobile,Australia,Australia,Completed,N/A
TXN002160,ACC00636,ACC00391,Wire Transfer,43228.87,EUR,2022-06-02 21:32:00,Branch,British Virgin Islands,Cayman Islands,Completed,Business Payment
TXN002161,ACC00009,ACC00472,Cash Deposit,32237.93,INR,2023-05-24 14:03:00,ATM,Japan,Seychelles,Completed,Business Payment
TXN002162,ACC00299,ACC00636,Wire Transfer,3621.35,USD,2023-03-05 02:42:00,Branch,Japan,British Virgin Islands,Completed,Loan Repayment
TXN002163,ACC00406,ACC00454,ATM Withdrawal,7605.77,USD,2022-04-05 23:44:00,Mobile,Australia,Panama,Completed,Business Payment
TXN002164,ACC00462,ACC00369,ATM Withdrawal,3792.19,INR,2022-08-01 22:59:00,Online,Singapore,Seychelles,Completed,N/A
TXN002165,ACC00610,ACC00493,Cheque,9829.6,EUR,2023-08-16 18:10:00,Branch,Germany,Russia,Completed,Salary
TXN002166,ACC00164,ACC00268,Cash Deposit,238.4,GBP,2024-05-23 12:03:00,Branch,France,Panama,Completed,Personal Transfer
TXN002167,ACC00043,ACC00284,Wire Transfer,9892.3,GBP,2023-09-13 10:03:00,Online,Australia,Germany,Completed,Personal Transfer
TXN002168,ACC00336,ACC00626,Online Transfer,8706.36,EUR,2022-11-06 15:25:00,ATM,France,UAE,Reversed,Personal Transfer
TXN002169,ACC00448,ACC00428,Cash Withdrawal,22420.72,USD,2022-11-03 10:30:00,ATM,France,Australia,Completed,Investment
TXN002170,ACC00268,ACC00059,Cheque,44945.82,GBP,2022-08-13 23:48:00,ATM,Germany,France,Completed,Salary
TXN002171,ACC00511,ACC00511,Wire Transfer,13748.17,USD,2022-04-24 11:35:00,SWIFT,Seychelles,UAE,Completed,N/A
TXN002172,ACC00339,ACC00363,Cash Withdrawal,8203.34,GBP,2023-10-30 01:16:00,Branch,UK,Cayman Islands,Failed,Loan Repayment
TXN002173,ACC00141,ACC00640,Wire Transfer,8759.01,GBP,2022-02-08 16:34:00,Branch,Cyprus,Germany,Completed,Business Payment
TXN002174,ACC00233,ACC00449,Wire Transfer,35974.97,GBP,2023-06-01 19:28:00,Online,Cyprus,Panama,Completed,Trade Settlement
TXN002175,ACC00577,ACC00518,Wire Transfer,1135.94,USD,2022-06-10 14:41:00,Mobile,Nigeria,Russia,Completed,Loan Repayment
TXN002176,ACC00226,ACC00437,ATM Withdrawal,3303.53,USD,2024-08-15 12:26:00,Branch,France,British Virgin Islands,Completed,N/A
TXN002177,ACC00471,ACC00086,Wire Transfer,2969.77,AED,2024-07-25 11:48:00,Branch,Cayman Islands,USA,Pending,Investment
TXN002178,ACC00567,ACC00257,Wire Transfer,1693.27,INR,2024-05-26 15:30:00,Mobile,Germany,UAE,Completed,Business Payment
TXN002179,ACC00619,ACC00164,ATM Withdrawal,7205.59,AED,2023-06-15 06:00:00,Online,USA,France,Completed,Investment
TXN002180,ACC00181,ACC00373,Online Transfer,138325.56,AED,2023-07-29 22:03:00,Branch,Bahamas,Australia,Completed,Business Payment
TXN002181,ACC00354,ACC00608,Online Transfer,5297.58,AED,2024-03-11 18:47:00,Branch,British Virgin Islands,Germany,Completed,N/A
TXN002182,ACC00170,ACC00351,Wire Transfer,6822.54,EUR,2022-01-30 17:34:00,ATM,USA,UAE,Pending,Business Payment
TXN002183,ACC00072,ACC00414,Cash Withdrawal,15904.5,GBP,2024-07-26 01:14:00,SWIFT,Germany,Bahamas,Pending,Personal Transfer
TXN002184,ACC00109,ACC00326,Cash Withdrawal,1196.92,AED,2022-11-07 18:25:00,Mobile,USA,Singapore,Completed,Business Payment
TXN002185,ACC00136,ACC00369,Cash Deposit,2266.88,GBP,2022-05-05 19:09:00,ATM,Seychelles,Bahamas,Completed,Personal Transfer
TXN002186,ACC00021,ACC00397,Online Transfer,9751.99,INR,2023-02-23 20:55:00,Branch,Canada,Russia,Failed,Trade Settlement
TXN002187,ACC00295,ACC00121,Cash Deposit,6816.56,AED,2023-08-23 16:18:00,Online,UK,USA,Completed,Loan Repayment
TXN002188,ACC00441,ACC00064,Cash Withdrawal,9766.31,AED,2024-10-13 01:24:00,Online,Canada,UAE,Completed,N/A
TXN002189,ACC00006,ACC00292,Cheque,2615.61,USD,2023-05-12 01:16:00,Online,Panama,UAE,Completed,Personal Transfer
TXN002190,ACC00025,ACC00164,ATM Withdrawal,9971.08,USD,2022-04-08 10:58:00,Branch,Germany,Russia,Failed,Loan Repayment
TXN002191,ACC00503,ACC00337,Wire Transfer,17599.79,INR,2023-01-04 15:19:00,Online,Singapore,Nigeria,Completed,Loan Repayment
TXN002192,ACC00003,ACC00456,Cash Withdrawal,1557.79,USD,2024-01-09 02:20:00,Branch,USA,Singapore,Completed,Loan Repayment
TXN002193,ACC00480,ACC00083,Cash Withdrawal,26946.27,USD,2023-12-09 00:46:00,Online,USA,France,Pending,Trade Settlement
TXN002194,ACC00274,ACC00090,ATM Withdrawal,4664.65,USD,2022-01-07 15:16:00,ATM,Germany,Bahamas,Completed,Investment
TXN002195,ACC00595,ACC00619,Online Transfer,8236.38,AED,2022-10-25 12:35:00,ATM,Bahamas,Seychelles,Completed,Investment
TXN002196,ACC00627,ACC00208,Cash Withdrawal,474.18,INR,2022-04-10 12:03:00,Online,Panama,Cyprus,Pending,Investment
